Index,Artist,Title,Mood,Lyrics
Baby, I'm only barely gettin' by
And it still hurts every time that I hear your name
It ain't the same without you, girl

Baby, I get lonely, yeah, I get lonely
Tell me you get lonely too
Tell me you get lonely"

ML76,Alice Cooper,Welcome To My Nightmare,neg,"Welcome to my nightmare
I think you're gonna like it
I think you're gonna feel you belong
A nocturnal vacation
Unnecessary sedation
You want to feel at home 'cause you belong

Welcome to my nightmare, whoa-whoa-oh

Welcome to my breakdown
I hope I didn't scare you
That's just the way we are when we come down
We sweat and laugh and scream here
'Cause life is just a dream here
You know inside you feel right at home here

Welcome to my breakdown, whoa-whoa-oh
You're welcome to my nightmare, yeah-yeah-ah

Welcome to my nightmare
I think you're gonna like it
I think you're gonna feel you belong
We sweat and laugh and scream here
'Cause life is just a dream here
You know inside you feel right at home here

Welcome to my nightmare, ooh-ooh-ooh
Welcome to my breakdown

Yeah"

ML77,Led Zeppelin,Rock And Roll,neg,"It's been a long time since I rock-and-rolled
It's been a long time since I did 'The Stroll'
Ooh, let me get back, let me get back, let me get back
Mm-baby, where I come from
It's been a long time, been a long time
Been a long, lonely, lonely, lonely, lonely, lonely time
Yes, it has

It's been a long time since 'The Book of Love'
I can't count the tears of a life with no love
A-carry me back, carry me back, carry me back
Mm-baby, where I come from, whoa-whoa, whoa-oh-oh-hoh
It's been a long time, been a long time
Been a long, lonely, lonely, lonely, lonely, lonely time
Ah, ah-ah, ah-ah

Hoh, it seems so long since we 'walked in the moonlight'
Makin' vows that just couldn't work right
Haw-haw, yeah, open your arms, open your arms, open your arms
Baby, let my love come running in, a-yeah
It's been a long time, been a long time
Been a long, lonely, lonely, lonely, lonely, lonely time

Yeah, hey, yeah, hey, yeah, hey, yeah, hey
Ooh, yeah, ooh-ooh, yeah, ooh-ooh, yeah, ooh-ooh, yeah
It's been a long time, been a long time
Been a long, lonely, lonely, lonely, lonely, lonely time"

ML78,Joan Jett & The Blackhearts,I Hate Myself For Loving You,neg,"Midnight, gettin' uptight, where are you?
You said you'd meet me, now it's quarter to two
I know I'm hangin' but I'm still wantin' you
Hey Jack, it's a fact they're talkin' in town
I turn my back and you're messin' around
I'm not really jealous, don't like lookin' like a clown
I think of you ev'ry night and day
You took my heart then you took my pride away

I hate myself for loving you
Can't break free from the things that you do
I wanna walk but I run back to you
That's why I hate myself for loving you
Ow! Uh

Daylight, spent the night without you
But I've been dreamin' 'bout the lovin' you do
I'm over being angry 'bout the hell you put me through
Hey, man, bet you can treat me right
You just don't know what you was missin' last night
I wanna see you begging, say forget it just for spite
I think of you ev'ry night and day
You took my heart and you took my pride away

I hate myself for loving you
Can't break free from the the things that you do
I wanna walk but I run back to you
That's why I hate myself for loving you
Ow! Huh

I think of you ev'ry night and day
You took my heart and you took my pride away

I hate myself for loving you
Can't break free from the things that you do
I wanna walk but I run back to you
That's why I hate myself for loving you

I hate myself for loving you
Can't break free from the the things that you do
I wanna walk but I run back to you
That's why I hate myself for loving you

I hate myself for loving you
I hate myself for loving you
I hate myself for loving you
I hate myself
I hate myself for loving you"

ML84,Supertramp,Bloody Well Right,neg,"So you think your schooling's phoney
I guess it's hard not to agree
You say it all depends on the money
And who is in your family tree

Right (Right), you're bloody well right
You got a bloody right to say
Right, you're bloody well right
You know you got a right to say

Ha-ha, you're bloody well right
You know you're right to say
Yeah-yeah, you're bloody well right
You know you're right to say
Me, I don't care anyway

Write your problems down in detail
Take them to a higher place
You've had your cry, no, I should say wail
In the meantime, hush your face

Right (Quite right), you're bloody well right
You got a bloody right to say
Right, you're bloody well right
You know you got a right to say

Ha-ha, you're bloody well right
You know you're right to say
Yeah-yeah, you're bloody well right
You know you got a right to say
You got a bloody right to say
You got a bloody right to say
You got a bloody right to say
You got a bloody right to say"

ML85,Ted Nugent,Cat Scratch Fever,neg,"Well, I don't know where they come from but they sure do come
I hope they comin' for me
And I don't know how they do it but they sure do it good
I hope they're doin' it for free

They give me cat scratch fever
Cat scratch fever

Well, the first time that I got it I was just ten years old
I got it from some kitty next door
An' I went to see the doctor and he gave me the cure
I think I got it some more

They give me cat scratch fever
Cat scratch fever
I got a bad scratch fever
The cat scratch fever

It's nothin' dangerous
I feel no pain
I've got the choo-choo train
You know you got it when you, you're going insane
It makes a grown man cry, cry, oh won't you make my bed

Well, I make the pussy purr with the stroke of my hand
They know they gettin' it from me
They know just where to go when they need their lovin' man
They know I'm doin' it for free

I give them cat scratch fever
Cat scratch fever
They got a bad scratch fever
The cat scratch fever

Cat scratch fever
Cat scratch fever
Cat scratch fever
Cat scratch fever

Cat scratch fever
Cat scratch fever"

ML86,Alice Cooper,No More Mr. Nice Guy,neg,"I used to be such a sweet, sweet thing
'Til they got a hold of me
I'd open doors for little old ladies
I helped the blind to see

I got no friends 'cause they read the papers
They can't be seen
With me and I'm gettin' real shot down
And I'm feelin' mean

No more Mister Nice Guy
No more Mister Clean
No more Mister Nice Guy
They say he's sick, he's obscene

I got no friends 'cause they read the papers
They can't be seen
With me and I'm gettin' real shot down
And I'm gettin' mean

No more Mister Nice Guy
No more Mister Clean
No more Mister Nice Guy
They say he's sick, he's obscene

My dog bit me on the leg today
My cat clawed my eyes
Ma's been thrown out of the social circle
And dad has to hide

I went to church incognito
When everybody rose
The Reverend Smith, he recognized me
And punched me in the nose

He said:
No more Mister Nice Guy
No more Mister Clean
No more Mister Nice Guy
He said you're sick, you're obscene

No more Mister Nice Guy
No more Mister Clean
No more Mister Nice Guy
He says you're sick, you're obscene"

ML92,Lynyrd Skynyrd,That Smell,neg,"Whiskey bottles and brand new cars
Oak tree you're in my way
There's too much coke and too much smoke
Look what's going on inside you

Ooh, that smell
Can't you smell that smell?
Ooh, that smell
The smell of death surrounds you
Yeah

Angel of darkness is upon you
Stuck a needle in your arm (You fool, you)
So take another toke, have a blow for your nose
One more drink, fool, would drown you (Hell yeah)

Ooh, that smell
Can't you smell that smell?
Ooh, that smell
The smell of death surrounds you

Now they call you Prince Charming
Can't speak a word when you're full of 'ludes
Say you'll be all right come tomorrow
But tomorrow might not be here for you (Yeah, you)

Ooh, that smell
Can't you smell that smell?
Ooh, that smell
The smell of death surrounds you

Oh, you a fool, you
Go on, stick them needles in your arm
Ooh hoo hoo hoo
I know I been there before

(You fool)
(Fool)

One little problem that confronts you
Got a monkey on your back
Just one more fix, Lord, might do the trick
One hell of a price for you to get your kicks (Hell yeah)

Ooh, that smell
Can't you smell that smell?
Ooh, that smell
The smell of death surrounds you

Ooh, that smell (Whoa)
Can't you smell that smell?
Ooh, that smell
The smell of death surrounds you

Oh, you a fool, you
Go on, stick those needles in your arm
You're just a fool, just a fool, just a fool
Gimme one more blow
One more blow for my nose, whoa yeah"

ML93,Pat Benatar,Hit Me With Your Best Shot,neg,"You're a real tough cookie with a long history
Of breaking little hearts like the one in me
That's okay, let's see how you do it
