,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty
ML1643,O Little Town Of Bethlehem,Out Of Eden,6.417611940298505,4.264029850746268,5.807611940298507,1.6562686567164184,2.4567164179104486,2.181194029850746,0,0,0,0,27,94,67,0,71.30679933665004,47.37810945273631,64.5290215588723,0,0,0,0,0,0,0,28.723404255319153,100,71.27659574468085,0.0
ML1646,Slowly We Rot,Obituary,4.028181818181818,5.210606060606059,4.591212121212123,1.7300000000000002,2.461515151515151,2.4054545454545453,0,0,0,0,17,50,33,0,44.75757575757576,57.89562289562288,51.01346801346803,0,0,0,0,0,0,0,34.0,100,66.0,0.0
ML1647,Beautiful Burnout,Underworld,5.963333333333334,4.543333333333333,5.384166666666668,1.5858333333333334,2.3600000000000003,2.229166666666667,0,0,0,0,2,14,12,0,66.25925925925927,50.48148148148148,59.8240740740741,0,0,0,0,0,0,0,14.285714285714285,100,85.71428571428571,0.0
ML1648,Alice Practice,Crystal Castles,4.845714285714285,4.297428571428572,4.990857142857144,1.525142857142857,2.2659999999999996,2.160571428571428,0,0,0,0,23,58,35,0,53.841269841269835,47.749206349206354,55.45396825396827,0,0,0,0,0,0,0,39.6551724137931,100,60.3448275862069,0.0
ML1649,White Christmas Makes Me Blue,Randy Travis,6.603166666666665,4.004999999999999,5.936333333333335,1.7001666666666668,2.437500000000001,2.1966666666666654,0,0,0,0,25,85,60,0,73.3685185185185,44.499999999999986,65.95925925925927,0,0,0,0,0,0,0,29.411764705882355,100,70.58823529411765,0.0
ML1651,Sombre Con,Rose,4.275185185185184,4.282962962962961,4.644074074074075,1.6533333333333335,2.3281481481481485,2.418888888888889,0,0,0,0,199,226,27,0,47.502057613168716,47.58847736625513,51.6008230452675,0,0,0,0,0,0,0,88.05309734513274,100,11.946902654867257,0.0
ML1653,Nobody's Fault But My Own,Beck,4.630888888888886,3.9697777777777783,4.908888888888887,1.6865555555555538,2.3173333333333326,2.2010000000000005,0,0,0,0,72,162,90,0,51.454320987654285,44.10864197530864,54.54320987654319,0,0,0,0,0,0,0,44.44444444444444,100,55.55555555555556,0.0
ML1657,Empty & Beautiful,Matt Maher,5.484999999999999,4.384464285714286,5.241071428571429,1.8149999999999995,2.3426785714285714,2.2312499999999997,0,0,0,0,40,96,56,0,60.94444444444444,48.71626984126985,58.23412698412699,0,0,0,0,0,0,0,41.66666666666667,100,58.333333333333336,0.0
ML1660,Handbook For The Recently Deceased,The Damned Things,5.122253521126757,4.266760563380283,5.173098591549297,1.7554929577464786,2.289718309859156,2.180845070422535,0,0,0,0,69,140,71,0,56.91392801251951,47.40845070422537,57.47887323943663,0,0,0,0,0,0,0,49.28571428571429,100,50.71428571428571,0.0
ML1661,Ayer,Luis Miguel,4.501428571428572,4.805714285714286,5.57,1.987142857142857,2.3657142857142857,2.3728571428571428,0,0,0,0,108,115,7,0,50.01587301587302,53.3968253968254,61.888888888888886,0,0,0,0,0,0,0,93.91304347826087,100,6.086956521739131,0.0
ML1662,Mad About You,Slaughter,5.334461538461539,4.666769230769231,5.301846153846152,1.550769230769232,2.4184615384615387,2.1601538461538468,0,0,0,0,58,123,65,0,59.27179487179487,51.85299145299145,58.90940170940169,0,0,0,0,0,0,0,47.15447154471545,100,52.84552845528455,0.0
ML1663,Theme From An Imaginary Western,Mountain,5.38,3.9727659574468097,5.48,1.6889361702127659,2.2872340425531914,2.2327659574468086,0,0,0,0,30,77,47,0,59.77777777777778,44.14184397163122,60.888888888888886,0,0,0,0,0,0,0,38.961038961038966,100,61.038961038961034,0.0
ML1665,Swampblood,Th' Legendary Shack Shakers,4.930344827586208,4.325344827586205,4.948965517241379,1.742068965517241,2.2486206896551724,2.2274137931034486,0,0,0,0,45,103,58,0,54.78160919540231,48.05938697318006,54.98850574712643,0,0,0,0,0,0,0,43.689320388349515,100,56.310679611650485,0.0
ML1666,Everything Must Change,Karrin Allyson,6.261025641025639,3.8246153846153836,5.416794871794872,1.7528205128205132,2.2846153846153836,2.333717948717949,0,0,0,0,26,104,78,0,69.56695156695154,42.49572649572648,60.186609686609685,0,0,0,0,0,0,0,25.0,100,75.0,0.0
ML1669,Crystal River,Mudcrutch,6.408043478260867,4.313260869565218,5.82,1.5480434782608694,2.4702173913043484,2.2221739130434774,0,0,0,0,24,70,46,0,71.2004830917874,47.92512077294686,64.66666666666667,0,0,0,0,0,0,0,34.285714285714285,100,65.71428571428571,0.0
ML1671,Going Home,The Rolling Stones,6.615945017182145,3.9745360824742306,6.0193814432989745,1.6595532646048121,2.406769759450172,2.1023024054982846,0,0,0,0,303,594,291,0,73.51050019091272,44.161512027491455,66.88201603665527,0,0,0,0,0,0,0,51.010101010101,100,48.98989898989899,0.0
ML1672,Blue Christmas ,Elvis Presley,6.961666666666668,4.3183333333333325,5.894666666666665,1.9690000000000007,2.573000000000001,2.2043333333333335,0,0,0,0,15,45,30,0,77.35185185185186,47.981481481481474,65.49629629629628,0,0,0,0,0,0,0,33.33333333333333,100,66.66666666666666,0.0
ML1675,Warzone,Slayer,5.0529629629629635,4.556419753086417,5.120617283950619,1.7035802469135797,2.2830864197530865,2.194320987654321,0,0,0,0,49,130,81,0,56.144032921810705,50.62688614540464,56.89574759945132,0,0,0,0,0,0,0,37.69230769230769,100,62.30769230769231,0.0
ML1676,Hot Patootie-Bless My Soul,Meat Loaf,6.384825174825181,4.237622377622376,5.705244755244749,1.741538461538463,2.5555244755244764,2.3257342657342663,0,0,0,0,64,207,143,0,70.94250194250202,47.084693084693065,63.391608391608315,0,0,0,0,0,0,0,30.917874396135264,100,69.08212560386472,0.0
ML1681,Got You Home,Luther Vandross,6.637500000000002,4.0879999999999965,6.023399999999994,1.6002999999999998,2.4189000000000007,2.0234000000000005,0,0,0,0,98,198,100,0,73.75000000000003,45.42222222222219,66.9266666666666,0,0,0,0,0,0,0,49.494949494949495,100,50.505050505050505,0.0
ML1682,Favorite Girl,Marques Houston,6.499072164948449,4.436804123711342,5.660103092783504,1.6941237113402061,2.5048453608247447,2.2067010309278365,0,0,0,0,106,203,97,0,72.21191294387165,49.29782359679269,62.890034364261155,0,0,0,0,0,0,0,52.21674876847291,100,47.783251231527096,0.0
ML1684,Soma,Smashing Pumpkins,5.2568518518518506,4.289814814814814,5.217222222222223,1.7512962962962964,2.428518518518518,2.2479629629629625,0,0,0,0,45,99,54,0,58.40946502057612,47.66460905349793,57.96913580246914,0,0,0,0,0,0,0,45.45454545454545,100,54.54545454545454,0.0
ML1685,Nearer,Moby,6.0553846153846145,3.8807692307692303,5.453076923076923,1.7646153846153845,2.3030769230769232,2.2399999999999998,0,0,0,0,13,26,13,0,67.28205128205127,43.11965811965811,60.589743589743584,0,0,0,0,0,0,0,50.0,100,50.0,0.0
ML1686,Auf Wiedersehen,Cheap Trick,5.384000000000002,4.548799999999999,5.377999999999999,1.648,2.4904000000000006,2.3056,0,0,0,0,31,56,25,0,59.822222222222244,50.54222222222221,59.75555555555555,0,0,0,0,0,0,0,55.35714285714286,100,44.642857142857146,0.0
ML1687,Here Sometimes,Blonde Redhead,6.552280701754385,4.089473684210526,5.677192982456141,1.6675438596491226,2.4352631578947377,2.242631578947369,0,0,0,0,43,100,57,0,72.80311890838205,45.438596491228076,63.07992202729046,0,0,0,0,0,0,0,43.0,100,56.99999999999999,0.0
ML1688,Ghost Symbol,Zero 7,6.682499999999999,4.2675,6.4125,1.54125,2.5812500000000003,1.78,0,0,0,0,8,16,8,0,74.24999999999999,47.416666666666664,71.25,0,0,0,0,0,0,0,50.0,100,50.0,0.0
ML1689,Frances Farmer Will Have Her Revenge On Seattle,Nirvana,5.307692307692308,3.6536923076923076,5.54353846153846,1.4701538461538453,2.16076923076923,1.9396923076923076,0,0,0,0,40,105,65,0,58.97435897435898,40.59658119658119,61.59487179487178,0,0,0,0,0,0,0,38.095238095238095,100,61.904761904761905,0.0
ML1690,Prayers For Rain,The Cure,4.883846153846154,4.121346153846153,4.944807692307692,1.753653846153847,2.2984615384615386,2.397692307692307,0,0,0,0,13,65,52,0,54.26495726495726,45.792735042735025,54.94230769230769,0,0,0,0,0,0,0,20.0,100,80.0,0.0
ML1691,The Funeral,Band Of Horses,5.259074074074072,4.165370370370369,5.067037037037038,1.7248148148148148,2.3307407407407412,2.0411111111111118,0,0,0,0,35,89,54,0,58.43415637860081,46.28189300411522,56.30041152263376,0,0,0,0,0,0,0,39.325842696629216,100,60.67415730337079,0.0
ML1692,Colors,Barcelona,5.253636363636361,4.331636363636364,5.543636363636364,1.6709090909090905,2.385636363636364,2.233999999999999,0,0,0,0,37,92,55,0,58.37373737373735,48.12929292929294,61.5959595959596,0,0,0,0,0,0,0,40.21739130434783,100,59.78260869565217,0.0
ML1693,Oyeme Chatita,Joan Sebastian,4.3,4.517272727272727,5.320000000000001,1.721818181818182,2.1772727272727272,2.2681818181818185,0,0,0,0,114,125,11,0,47.77777777777778,50.19191919191919,59.11111111111112,0,0,0,0,0,0,0,91.2,100,8.799999999999999,0.0
ML1694,Si Te Vas No Hay Lio,Vicente Fernandez,4.912727272727272,3.2045454545454546,4.59909090909091,1.5936363636363637,2.0236363636363635,2.4899999999999993,0,0,0,0,140,151,11,0,54.585858585858574,35.6060606060606,51.101010101010104,0,0,0,0,0,0,0,92.71523178807946,100,7.28476821192053,0.0
ML1695,Reign Of Fire,Armored Saint,5.432388059701491,4.549402985074629,5.500149253731344,1.8032835820895523,2.284477611940299,2.2444776119402996,0,0,0,0,18,85,67,0,60.35986733001656,50.54892205638477,61.11276948590382,0,0,0,0,0,0,0,21.176470588235293,100,78.82352941176471,0.0
ML1696,Am I Blue?,Billie Holiday,5.3605,3.8289999999999997,5.3645000000000005,1.8314999999999997,2.3484999999999996,2.2125000000000004,0,0,0,0,18,38,20,0,59.5611111111111,42.544444444444444,59.60555555555556,0,0,0,0,0,0,0,47.368421052631575,100,52.63157894736842,0.0
ML1698,Solitude ,Ella Fitzgerald,4.974999999999999,3.9336842105263172,5.353684210526316,1.617894736842105,2.3247368421052634,2.2418421052631574,0,0,0,0,22,60,38,0,55.277777777777764,43.70760233918131,59.485380116959064,0,0,0,0,0,0,0,36.666666666666664,100,63.33333333333333,0.0
ML1699,How Can I Refuse,Heart,5.476764705882354,4.346911764705882,5.160882352941176,1.7035294117647055,2.2851470588235294,2.1947058823529413,0,0,0,0,28,96,68,0,60.852941176470594,48.299019607843135,57.343137254901954,0,0,0,0,0,0,0,29.166666666666668,100,70.83333333333334,0.0
ML1700,Sad Lisa,Cat Stevens,5.438400000000001,3.916200000000001,5.1882,1.5651999999999995,2.2754000000000003,2.1598000000000006,0,0,0,0,34,84,50,0,60.42666666666667,43.51333333333334,57.646666666666675,0,0,0,0,0,0,0,40.476190476190474,100,59.523809523809526,0.0
ML1701,Cold Fire,Rush,5.65134453781513,4.298487394957984,5.379075630252096,1.83983193277311,2.4214285714285717,2.3300840336134443,0,0,0,0,79,198,119,0,62.79271708683478,47.76097105508872,59.76750700280107,0,0,0,0,0,0,0,39.8989898989899,100,60.1010101010101,0.0
ML1702,So Sad To Say,The Mighty Mighty Bosstones,4.952786885245905,3.786065573770494,5.394590163934425,1.5106557377049172,2.271311475409836,2.0952459016393434,0,0,0,0,56,117,61,0,55.03096539162116,42.0673952641166,59.93989071038251,0,0,0,0,0,0,0,47.863247863247864,100,52.13675213675214,0.0
ML1703,Her Majesty,The Beatles,6.560833333333334,4.345833333333334,6.102500000000002,1.7220833333333336,2.4491666666666663,2.0979166666666664,0,0,0,0,22,46,24,0,72.89814814814815,48.287037037037045,67.80555555555559,0,0,0,0,0,0,0,47.82608695652174,100,52.17391304347826,0.0
ML1704,La Copa Rota,Jose Feliciano,4.100714285714286,4.551428571428571,4.509285714285715,1.6300000000000003,2.400714285714286,2.38,0,0,0,0,171,185,14,0,45.56349206349207,50.57142857142856,50.10317460317461,0,0,0,0,0,0,0,92.43243243243244,100,7.567567567567568,0.0
ML1705,Surfer Girl,The Beach Boys,6.355081967213116,4.890655737704917,5.537213114754098,1.5370491803278692,2.2847540983606565,2.2718032786885245,0,0,0,0,11,72,61,0,70.61202185792351,54.34061930783241,61.52459016393443,0,0,0,0,0,0,0,15.277777777777779,100,84.72222222222221,0.0
ML1706,I Hear Music,Billie Holiday,6.647777777777778,4.403611111111111,6.040555555555554,1.6627777777777775,2.470555555555555,2.0636111111111113,0,0,0,0,6,42,36,0,73.8641975308642,48.92901234567901,67.11728395061726,0,0,0,0,0,0,0,14.285714285714285,100,85.71428571428571,0.0
ML1707,When I'm Loving You,Kem,6.760571428571428,4.3497142857142865,5.805857142857141,1.689142857142857,2.538857142857143,2.128571428571429,0,0,0,0,62,132,70,0,75.11746031746031,48.330158730158736,64.50952380952378,0,0,0,0,0,0,0,46.96969696969697,100,53.03030303030303,0.0
ML1708,"Crying, My Little One",Natalie Merchant,6.0603030303030305,4.050606060606061,5.263333333333333,1.7748484848484847,2.39,2.240909090909091,0,0,0,0,6,39,33,0,67.33670033670033,45.00673400673401,58.481481481481474,0,0,0,0,0,0,0,15.384615384615385,100,84.61538461538461,0.0
ML1709,Takin' It Easy,Lacy J. Dalton,6.620952380952381,4.127976190476192,5.722380952380952,1.7390476190476185,2.4320238095238085,2.181190476190476,0,0,0,0,63,147,84,0,73.56613756613757,45.86640211640213,63.582010582010575,0,0,0,0,0,0,0,42.857142857142854,100,57.14285714285714,0.0
ML1710,Gila,Beach House,6.026249999999999,4.2615625,5.550000000000001,1.6234374999999999,2.3090625,2.1409375,0,0,0,0,38,70,32,0,66.95833333333331,47.35069444444444,61.66666666666668,0,0,0,0,0,0,0,54.285714285714285,100,45.714285714285715,0.0
ML1711,While Men Are Dreaming,Jenny And Johnny,6.045000000000001,4.142727272727273,5.455454545454546,1.7836363636363637,2.401818181818182,2.2704545454545455,0,0,0,0,21,43,22,0,67.16666666666669,46.03030303030303,60.61616161616163,0,0,0,0,0,0,0,48.837209302325576,100,51.162790697674424,0.0
ML1712,It's What I Want,Royksopp,6.151999999999998,4.793999999999999,6.0299999999999985,1.712,2.384,2.308,0,0,0,0,36,66,30,0,68.35555555555554,53.26666666666665,66.99999999999999,0,0,0,0,0,0,0,54.54545454545454,100,45.45454545454545,0.0
ML1713,All Is Not Lost,OK Go,4.42,4.648076923076927,4.982307692307692,1.4742307692307695,2.4375,2.1259615384615382,0,0,0,0,24,76,52,0,49.111111111111114,51.64529914529919,55.35897435897435,0,0,0,0,0,0,0,31.57894736842105,100,68.42105263157895,0.0
ML1714,Endless Shovel,Rogue Wave,5.573333333333333,3.878666666666669,5.426222222222222,1.6395555555555559,2.2668888888888885,2.0439999999999996,0,0,0,0,18,63,45,0,61.92592592592593,43.09629629629632,60.29135802469136,0,0,0,0,0,0,0,28.57142857142857,100,71.42857142857143,0.0
ML1715,Steam Machine,Daft Punk,5.230508474576269,4.165254237288134,4.823050847457629,1.234237288135593,1.9149152542372887,2.231525423728812,0,0,0,0,0,59,59,0,58.11676082862521,46.28060263653482,53.58945386064032,0,0,0,0,0,0,0,0.0,100,100.0,0.0
ML1716,Hate And War,The Clash,4.074698795180721,5.019879518072285,4.794216867469882,1.5627710843373488,2.2948192771084335,2.3115662650602395,0,0,0,0,29,112,83,0,45.27443105756357,55.776439089692055,53.26907630522091,0,0,0,0,0,0,0,25.892857142857146,100,74.10714285714286,0.0
ML1717,The Passion Of Lovers,Bauhaus,5.7595238095238095,4.926666666666667,5.327380952380952,1.5930952380952381,2.378333333333334,2.1361904761904764,0,0,0,0,16,58,42,0,63.99470899470899,54.74074074074074,59.19312169312169,0,0,0,0,0,0,0,27.586206896551722,100,72.41379310344827,0.0
ML1719,Army Bound,Ted Leo & The Pharmacists,5.193278688524589,4.043442622950822,5.191311475409836,1.7065573770491798,2.2762295081967214,2.1968852459016395,0,0,0,0,27,88,61,0,57.7030965391621,44.927140255009135,57.68123861566484,0,0,0,0,0,0,0,30.681818181818183,100,69.31818181818183,0.0
ML1720,He War,Cat Power,4.286808510638295,5.091063829787236,4.487659574468088,1.617446808510638,2.346382978723405,2.265106382978723,0,0,0,0,52,99,47,0,47.631205673758835,56.56737588652484,49.86288416075653,0,0,0,0,0,0,0,52.52525252525253,100,47.474747474747474,0.0
ML1721,Set Me Free,The Kinks,6.770263157894738,4.3960526315789465,5.908947368421051,1.3499999999999999,2.4523684210526313,2.419210526315789,0,0,0,0,35,111,76,0,75.22514619883042,48.84502923976608,65.6549707602339,0,0,0,0,0,0,0,31.53153153153153,100,68.46846846846847,0.0
ML1722,Shake That Devil,Antony & The Johnsons,5.914936708860765,4.416012658227845,5.735949367088607,1.883544303797466,2.3929746835443018,2.1540506329113964,0,0,0,0,19,177,158,0,65.72151898734182,49.06680731364273,63.732770745428965,0,0,0,0,0,0,0,10.734463276836157,100,89.26553672316385,0.0
ML1723,Unstoppable,Foxy Shazam,5.280799999999999,3.945399999999999,5.3484000000000025,1.6362,2.3208000000000006,2.4167999999999994,0,0,0,0,58,108,50,0,58.67555555555555,43.83777777777777,59.4266666666667,0,0,0,0,0,0,0,53.70370370370371,100,46.2962962962963,0.0
ML1724,Just ,Mark Ronson,5.615,3.676333333333333,5.3790000000000004,1.6206666666666665,2.246666666666667,2.0863333333333336,0,0,0,0,23,53,30,0,62.388888888888886,40.84814814814815,59.76666666666668,0,0,0,0,0,0,0,43.39622641509434,100,56.60377358490566,0.0
ML1725,Revolution 909,Daft Punk,6.337777777777778,4.48888888888889,5.947777777777778,1.5077777777777779,2.5522222222222224,2.2933333333333334,0,0,0,0,0,9,9,0,70.41975308641976,49.87654320987655,66.08641975308642,0,0,0,0,0,0,0,0.0,100,100.0,0.0
ML1726,Tender Buttons,Broadcast,4.614782608695649,4.215869565217392,5.0552173913043505,1.752391304347827,2.257173913043478,2.128043478260869,0,0,0,0,6,52,46,0,51.27536231884055,46.84299516908213,56.16908212560389,0,0,0,0,0,0,0,11.538461538461538,100,88.46153846153845,0.0
ML1727,The Ballad Of The Sin Father,Ted Leo & The Pharmacists,4.70654088050314,4.592389937106911,5.255408805031451,1.5621383647798743,2.3319496855345925,2.2479874213836473,0,0,0,0,136,295,159,0,52.29489867225711,51.02655485674345,58.393431167016125,0,0,0,0,0,0,0,46.101694915254235,100,53.898305084745765,0.0
ML1728,Burn In Hell,Twisted Sister,5.041714285714286,4.631714285714286,5.120000000000002,1.7324285714285717,2.447285714285715,2.281714285714287,0,0,0,0,41,111,70,0,56.01904761904762,51.46349206349206,56.888888888888914,0,0,0,0,0,0,0,36.93693693693694,100,63.06306306306306,0.0
ML1729,The Toxic Waltz,Exodus,5.302789473684211,4.368052631578944,5.308736842105262,1.6386842105263142,2.366736842105263,2.181736842105263,0,0,0,0,60,250,190,0,58.91988304093567,48.53391812865494,58.98596491228068,0,0,0,0,0,0,0,24.0,100,76.0,0.0
ML1731,I Will Be,Dum Dum Girls,6.44,4.557380952380951,5.7235714285714305,1.541428571428572,2.540238095238097,2.1176190476190473,0,0,0,0,13,55,42,0,71.55555555555556,50.637566137566125,63.59523809523811,0,0,0,0,0,0,0,23.636363636363637,100,76.36363636363637,0.0
ML1732,House Of Diamonds,Bowerbirds,6.41090909090909,4.491590909090907,5.734318181818181,1.6481818181818177,2.4868181818181827,2.3063636363636357,0,0,0,0,18,62,44,0,71.23232323232322,49.90656565656563,63.71464646464646,0,0,0,0,0,0,0,29.03225806451613,100,70.96774193548387,0.0
ML1733,Alone,Bullet For My Valentine,4.637920792079208,4.466435643564356,5.028514851485149,1.8414851485148518,2.4198019801980206,2.4254455445544543,0,0,0,0,46,147,101,0,51.53245324532453,49.62706270627062,55.87238723872388,0,0,0,0,0,0,0,31.292517006802722,100,68.70748299319727,0.0
ML1734,La Rueda,Frankie Ruiz,3.7712499999999998,4.32375,4.876875,1.7337500000000001,1.9799999999999998,2.3043750000000003,0,0,0,0,219,235,16,0,41.90277777777778,48.04166666666667,54.1875,0,0,0,0,0,0,0,93.19148936170212,100,6.808510638297872,0.0
ML1736,Race Of Doom,Devo,5.1496385542168674,4.426144578313253,4.947710843373493,1.6755421686746987,2.420361445783133,2.231325301204819,0,0,0,0,21,104,83,0,57.21820615796519,49.17938420348059,54.974564926372146,0,0,0,0,0,0,0,20.192307692307693,100,79.8076923076923,0.0
ML1737,Fight Like A Brave,The Red Hot Chili Peppers,5.0959060402684555,4.378120805369127,5.09697986577181,1.6165100671140924,2.321610738255032,2.1561073825503323,0,0,0,0,79,228,149,0,56.62117822520506,48.64578672632363,56.63310961968678,0,0,0,0,0,0,0,34.64912280701755,100,65.35087719298247,0.0
ML1738,Glamour Boys,Living Colour,5.701130434782609,4.526869565217393,5.674347826086957,1.9536521739130424,2.3265217391304365,2.170086956521739,0,0,0,0,77,192,115,0,63.34589371980677,50.2985507246377,63.04830917874397,0,0,0,0,0,0,0,40.10416666666667,100,59.895833333333336,0.0
ML1739,The Long Way Home,Norah Jones,6.052337662337663,3.964415584415583,5.615454545454543,1.627662337662338,2.2935064935064946,2.1670129870129875,0,0,0,0,39,116,77,0,67.24819624819625,44.04906204906203,62.39393939393936,0,0,0,0,0,0,0,33.62068965517241,100,66.37931034482759,0.0
ML1740,Set Fire To The Face On Fire,Blood Brothers,5.174035087719303,4.662105263157897,5.191315789473685,1.8179824561403528,2.2844736842105275,2.286403508771929,0,0,0,0,25,139,114,0,57.489278752436704,51.8011695906433,57.681286549707615,0,0,0,0,0,0,0,17.985611510791365,100,82.01438848920863,0.0
ML1741,Fight For Life,Times Of Grace,5.416060606060607,4.679696969696967,5.068484848484847,1.824848484848484,2.489090909090911,2.3345454545454536,0,0,0,0,17,83,66,0,60.17845117845119,51.99663299663297,56.3164983164983,0,0,0,0,0,0,0,20.481927710843372,100,79.51807228915662,0.0
ML1742,Floods,Pantera,3.945540540540544,5.130270270270265,4.415135135135127,1.7233783783783798,2.281486486486488,2.2844594594594607,0,0,0,0,31,105,74,0,43.839339339339375,57.003003003002945,49.05705705705697,0,0,0,0,0,0,0,29.523809523809526,100,70.47619047619048,0.0
ML1745,Territory,Sepultura,4.528478260869565,4.74913043478261,5.03108695652174,1.6847826086956519,2.341739130434783,2.3610869565217394,0,0,0,0,9,55,46,0,50.31642512077295,52.768115942029,55.90096618357489,0,0,0,0,0,0,0,16.363636363636363,100,83.63636363636363,0.0
ML1746,Into You,Kem,6.3949230769230745,4.31223076923077,5.647769230769228,1.6294615384615387,2.4528461538461537,2.166307692307692,0,0,0,0,79,209,130,0,71.05470085470083,47.913675213675226,62.752991452991424,0,0,0,0,0,0,0,37.79904306220095,100,62.20095693779905,0.0
ML1747,Beso En La Boca,Axe Bahia,3.8263636363636366,4.784545454545455,5.533636363636365,1.6445454545454545,2.01,2.342727272727273,0,0,0,0,204,215,11,0,42.51515151515152,53.161616161616166,61.4848484848485,0,0,0,0,0,0,0,94.88372093023256,100,5.116279069767442,0.0
ML1749,Bedda At Home,Jill Scott,6.61747368421053,4.069052631578948,5.957578947368422,1.6925263157894732,2.361368421052633,2.17421052631579,0,0,0,0,78,173,95,0,73.527485380117,45.211695906432766,66.19532163742691,0,0,0,0,0,0,0,45.08670520231214,100,54.91329479768786,0.0
ML1750,Armoured Assault,Evile,4.283023255813953,4.759651162790699,4.842906976744185,1.6387209302325576,2.353255813953489,2.283139534883722,0,0,0,0,25,111,86,0,47.58914728682171,52.88501291989665,53.81007751937984,0,0,0,0,0,0,0,22.52252252252252,100,77.47747747747748,0.0
ML1751,Sailor,The Brian Jonestown Massacre,5.659000000000001,3.7960000000000003,5.095999999999999,1.7870000000000001,2.41,2.256,0,0,0,0,14,24,10,0,62.87777777777779,42.17777777777778,56.62222222222221,0,0,0,0,0,0,0,58.333333333333336,100,41.66666666666667,0.0
ML1753,Send Me The Pillow You Dream On,Dean Martin,6.889333333333335,3.7903333333333347,5.6226666666666665,1.6956666666666664,2.4450000000000003,2.1026666666666665,0,0,0,0,14,44,30,0,76.54814814814817,42.11481481481483,62.474074074074075,0,0,0,0,0,0,0,31.818181818181817,100,68.18181818181817,0.0
ML1754,The Descent,Abysmal Dawn,5.031875000000001,4.319375,5.100000000000001,1.7352083333333328,2.4420833333333327,2.2014583333333335,0,0,0,0,11,59,48,0,55.909722222222236,47.99305555555556,56.66666666666668,0,0,0,0,0,0,0,18.64406779661017,100,81.35593220338984,0.0
ML1755,Rocks In My Bed,Ella Fitzgerald,5.844259259259263,3.6562962962962953,5.617777777777778,1.66537037037037,2.3118518518518516,2.192222222222221,0,0,0,0,37,91,54,0,64.93621399176959,40.625514403292165,62.41975308641976,0,0,0,0,0,0,0,40.65934065934066,100,59.34065934065934,0.0
ML1756,Surfin' Bird,The Ramones,6.470000000000001,3.7629999999999995,5.962000000000001,1.7089999999999996,2.433,2.2070000000000003,0,0,0,0,7,17,10,0,71.8888888888889,41.8111111111111,66.24444444444445,0,0,0,0,0,0,0,41.17647058823529,100,58.82352941176471,0.0
ML1757,Banquet,Bloc Party,5.591147540983607,4.47393442622951,5.523278688524589,1.8436065573770493,2.348524590163935,2.207049180327868,0,0,0,0,65,126,61,0,62.12386156648452,49.71038251366122,61.36976320582877,0,0,0,0,0,0,0,51.587301587301596,100,48.41269841269841,0.0
ML1758,If Only,The Kooks,5.342575757575761,4.913939393939395,5.261969696969698,1.6977272727272725,2.4945454545454555,2.3513636363636357,0,0,0,0,47,113,66,0,59.3619528619529,54.59932659932661,58.46632996632997,0,0,0,0,0,0,0,41.5929203539823,100,58.4070796460177,0.0
ML1759,Candle ,The White Tie Affair,5.298924731182797,4.092903225806452,5.269032258064514,1.6176344086021506,2.3055913978494615,2.11967741935484,0,0,0,0,90,183,93,0,58.87694145758664,45.476702508960585,58.54480286738348,0,0,0,0,0,0,0,49.18032786885246,100,50.81967213114754,0.0
ML1760,This Is The Last Time,Keane,5.675131578947365,3.960789473684211,5.435921052631577,1.6286842105263153,2.300526315789473,2.069473684210525,0,0,0,0,43,119,76,0,63.057017543859615,44.00877192982457,60.39912280701752,0,0,0,0,0,0,0,36.134453781512605,100,63.86554621848739,0.0
ML1761,I Am One,Smashing Pumpkins,5.641041666666666,4.3306249999999995,5.294583333333332,1.7249999999999994,2.3695833333333343,2.2379166666666683,0,0,0,0,10,58,48,0,62.67824074074073,48.11805555555555,58.82870370370368,0,0,0,0,0,0,0,17.24137931034483,100,82.75862068965517,0.0
ML1762,Twist Of Fate,Visions Of Atlantis,5.484482758620688,4.520689655172413,5.505172413793103,1.6984482758620691,2.3658620689655177,2.306724137931036,0,0,0,0,20,78,58,0,60.93869731800765,50.22988505747126,61.16858237547891,0,0,0,0,0,0,0,25.64102564102564,100,74.35897435897436,0.0
ML1763,War On War,Wilco,3.8355555555555547,5.668222222222223,4.491555555555554,1.7604444444444445,2.3391111111111105,2.36888888888889,0,0,0,0,20,65,45,0,42.61728395061728,62.98024691358026,49.90617283950616,0,0,0,0,0,0,0,30.76923076923077,100,69.23076923076923,0.0
ML1764,Pretty Bird,Jenny Lewis,6.395714285714288,4.250408163265307,5.6318367346938745,1.6618367346938774,2.330612244897959,2.132959183673471,0,0,0,0,13,111,98,0,71.06349206349209,47.226757369614525,62.57596371882083,0,0,0,0,0,0,0,11.711711711711711,100,88.28828828828829,0.0
ML1765,Conquest Of Others,Visions Of Atlantis,4.689268292682927,4.545853658536586,4.901951219512195,1.6563414634146336,2.3469512195121958,2.125121951219513,0,0,0,0,14,96,82,0,52.1029810298103,50.50948509485096,54.4661246612466,0,0,0,0,0,0,0,14.583333333333334,100,85.41666666666666,0.0
