,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty,genre,year
b3156,wonderwall,oasis,6.039454545454544,3.8047272727272725,5.6796363636363605,1.6539999999999995,2.284363636363637,2.1100000000000003,0,0,0,0,73,128,55,0,67.10505050505049,42.27474747474747,63.107070707070676,0,0,0,0,0,0,0,57.03125,100,42.96875,0.0,1,1996
b3157,woo hah got you all in check,busta rhymes,5.605363984674329,4.185402298850577,5.443754789272028,1.6431800766283517,2.3418007662835234,2.1523371647509584,0,0,0,0,149,410,261,0,62.28182205193699,46.50446998722864,60.48616432524476,0,0,0,0,0,0,0,36.34146341463415,100,63.65853658536585,0.0,1,1996
b3158,tell me,groove theory,6.297281553398057,4.1561165048543725,5.681262135922333,1.62,2.3814563106796123,2.2339805825242722,0,0,0,0,51,154,103,0,69.96979503775619,46.179072276159694,63.12513484358148,0,0,0,0,0,0,0,33.116883116883116,100,66.88311688311688,0.0,1,1996
b3159,elevators me  you,outkast,5.787301587301592,4.062275132275132,5.464126984126979,1.7022222222222232,2.336190476190475,2.0725925925925917,0,0,0,0,157,346,189,0,64.30335097001768,45.13639035861257,60.71252204585533,0,0,0,0,0,0,0,45.3757225433526,100,54.6242774566474,0.0,3,1996
b3160,hook,blues traveler,5.313599999999997,4.1454,5.549599999999998,1.6884000000000003,2.3412999999999995,2.2638000000000003,0,0,0,0,82,182,100,0,59.03999999999998,46.06,61.6622222222222,0,0,0,0,0,0,0,45.05494505494506,100,54.94505494505495,0.0,1,1996
b3161,doin it,ll cool j,5.890000000000005,4.136073298429318,5.535026178010471,1.6539790575916222,2.3369109947643976,2.1799476439790575,0,0,0,0,96,287,191,0,65.4444444444445,45.95636998254798,61.50029086678301,0,0,0,0,0,0,0,33.44947735191638,100,66.55052264808361,0.0,1,1996
b3162,fastlove,george michael,6.215142857142865,4.1484761904761935,5.672666666666664,1.7820952380952375,2.35057142857143,2.224000000000001,0,0,0,0,88,193,105,0,69.05714285714295,46.09417989417992,63.02962962962959,0,0,0,0,0,0,0,45.59585492227979,100,54.40414507772021,0.0,1,1996
b3163,touch me tease me,case featuring foxy brown,5.9644915254237265,4.222457627118646,5.4941525423728805,1.6953389830508476,2.3894067796610163,2.167542372881357,0,0,0,0,75,193,118,0,66.27212806026363,46.91619585687385,61.04613935969868,0,0,0,0,0,0,0,38.860103626943,100,61.13989637305699,0.0,1,1996
b3164,tonites tha night ,kris kross,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3165,children,robert miles,6.76,3.92,6.68,1.45,2.36,1.95,0,0,0,0,0,1,1,0,75.11111111111111,43.55555555555556,74.22222222222223,0,0,0,0,0,0,0,0.0,100,100.0,0.0,3,1996
b3166,theme from mission impossible,adam clayton and larry mullen,5.69842105263158,3.5494736842105263,5.360526315789474,1.6563157894736844,2.379473684210526,2.0768421052631583,0,0,0,0,27,46,19,0,63.31578947368421,39.438596491228076,59.56140350877193,0,0,0,0,0,0,0,58.69565217391305,100,41.30434782608695,0.0,3,1996
b3167,closer to free,bodeans,6.915365853658536,4.625121951219513,5.868292682926827,1.562439024390244,2.489756097560976,2.3512195121951223,0,0,0,0,37,78,41,0,76.83739837398373,51.39024390243904,65.20325203252031,0,0,0,0,0,0,0,47.43589743589743,100,52.56410256410257,0.0,1,1996
b3168,just a girl,no doubt,5.998904109589038,4.192328767123287,5.496301369863013,1.5930136986301373,2.3295890410958915,2.1178082191780816,0,0,0,0,58,131,73,0,66.65449010654487,46.5814307458143,61.07001522070014,0,0,0,0,0,0,0,44.274809160305345,100,55.72519083969466,0.0,1,1996
b3169,if your girl only knew,aaliyah,5.618080808080807,4.185454545454546,5.527272727272725,1.667474747474747,2.3671717171717166,2.0293939393939397,0,0,0,0,103,202,99,0,62.42312008978675,46.50505050505051,61.41414141414139,0,0,0,0,0,0,0,50.99009900990099,100,49.00990099009901,0.0,1,1996
b3170,lady,dangelo,6.207142857142858,4.185892857142859,5.617857142857142,1.6307142857142858,2.312857142857144,2.189464285714286,0,0,0,0,51,107,56,0,68.96825396825398,46.509920634920654,62.42063492063491,0,0,0,0,0,0,0,47.66355140186916,100,52.336448598130836,0.0,1,1996
b3171,key west intermezzo i saw you first,john mellencamp,6.199325842696627,4.198988764044944,5.637752808988766,1.6533707865168537,2.429887640449439,2.1750561797752797,0,0,0,0,57,146,89,0,68.88139825218474,46.655430711610485,62.641697877652945,0,0,0,0,0,0,0,39.04109589041096,100,60.95890410958904,0.0,1,1996
b3172,pony,ginuwine,5.979607843137256,4.239019607843137,5.495882352941173,1.59156862745098,2.2762745098039217,2.197352941176471,0,0,0,0,46,148,102,0,66.4400871459695,47.100217864923735,61.06535947712415,0,0,0,0,0,0,0,31.08108108108108,100,68.91891891891892,0.0,1,1996
b3173,nobody,keith sweat featuring athena cage,6.489791666666664,4.665833333333334,5.769791666666664,1.738645833333333,2.4602083333333336,2.289374999999999,0,0,0,0,80,176,96,0,72.10879629629626,51.8425925925926,64.10879629629626,0,0,0,0,0,0,0,45.45454545454545,100,54.54545454545454,0.0,1,1996
b3174,old man and me when i get to heaven,hootie  the blowfish,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3175,if it makes you happy,sheryl crow,5.672777777777779,4.391111111111112,5.541388888888891,1.6227777777777774,2.2975000000000003,2.1630555555555566,0,0,0,0,47,119,72,0,63.03086419753088,48.790123456790134,61.570987654321016,0,0,0,0,0,0,0,39.49579831932773,100,60.50420168067227,0.0,1,1996
b3176,as i lay me down,sophie b hawkins,6.365899999999997,3.8789999999999996,5.7339000000000055,1.7448999999999983,2.3676999999999992,2.265699999999999,0,0,0,0,62,162,100,0,70.73222222222219,43.099999999999994,63.710000000000065,0,0,0,0,0,0,0,38.2716049382716,100,61.72839506172839,0.0,1,1996
b3177,keep on keepin on,mc lyte featuring xscape,5.805714285714286,4.238296703296702,5.527582417582416,1.6647802197802202,2.374725274725274,2.1728021978021976,0,0,0,0,95,277,182,0,64.5079365079365,47.09218559218558,61.4175824175824,0,0,0,0,0,0,0,34.29602888086642,100,65.70397111913357,0.0,1,1996
b3178,jealousy,natalie merchant,5.454,4.331200000000002,5.432399999999999,1.6480000000000001,2.4043999999999994,2.23,0,0,0,0,30,55,25,0,60.599999999999994,48.124444444444464,60.359999999999985,0,0,0,0,0,0,0,54.54545454545454,100,45.45454545454545,0.0,1,1996
b3179,i want to come over,melissa etheridge,5.711298701298698,4.3037662337662335,5.584155844155842,1.622987012987013,2.194675324675325,2.1885714285714286,0,0,0,0,37,114,77,0,63.45887445887442,47.81962481962481,62.04617604617603,0,0,0,0,0,0,0,32.45614035087719,100,67.54385964912281,0.0,1,1996
b3180,who do u love,deborah cox,5.832028985507246,4.055362318840581,5.520144927536231,1.7199999999999998,2.2982608695652176,2.2575362318840577,0,0,0,0,105,174,69,0,64.80032206119162,45.0595813204509,61.33494363929146,0,0,0,0,0,0,0,60.3448275862069,100,39.6551724137931,0.0,1,1996
b3181,unbreak my heart,toni braxton,5.777339449541283,4.443394495412847,5.582293577981654,1.5929357798165116,2.4995412844036693,2.2612844036697246,0,0,0,0,71,180,109,0,64.1926605504587,49.37104994903164,62.025484199796146,0,0,0,0,0,0,0,39.44444444444444,100,60.55555555555555,0.0,1,1996
b3182,this is your night,amber,6.740547945205479,4.04095890410959,5.827260273972607,1.7283561643835612,2.561780821917809,2.252328767123288,0,0,0,0,201,274,73,0,74.89497716894977,44.899543378995446,64.74733637747342,0,0,0,0,0,0,0,73.35766423357664,100,26.642335766423358,0.0,1,1996
b3183,you remind me of something,r kelly,6.1082608695652265,4.434347826086953,5.637652173913046,1.6287826086956538,2.370217391304348,2.1597826086956506,0,0,0,0,52,282,230,0,67.86956521739141,49.27053140096615,62.64057971014495,0,0,0,0,0,0,0,18.439716312056735,100,81.56028368794325,0.0,1,1996
b3184,runaway,janet jackson,6.456716417910447,3.887014925373135,5.618656716417912,1.598358208955223,2.4320895522388066,2.2574626865671643,0,0,0,0,69,136,67,0,71.74129353233829,43.18905472636817,62.42951907131013,0,0,0,0,0,0,0,50.73529411764706,100,49.26470588235294,0.0,1,1996
b3185,set u free,planet soul,6.376219512195118,4.532926829268296,5.792926829268294,1.7286585365853662,2.480121951219512,2.318170731707316,0,0,0,0,24,106,82,0,70.84688346883465,50.36585365853662,64.3658536585366,0,0,0,0,0,0,0,22.641509433962266,100,77.35849056603774,0.0,3,1996
b3186,hit me off,new edition,5.82451612903226,4.497983870967744,5.543467741935486,1.7826612903225818,2.2947580645161296,2.1875806451612907,0,0,0,0,81,205,124,0,64.71684587813621,49.97759856630827,61.594086021505404,0,0,0,0,0,0,0,39.51219512195122,100,60.48780487804878,0.0,1,1996
b3187,no one else,total,5.704583333333333,4.020625,5.360416666666668,1.5904166666666664,2.236458333333333,2.1881249999999994,0,0,0,0,32,80,48,0,63.38425925925925,44.673611111111114,59.560185185185205,0,0,0,0,0,0,0,40.0,100,60.0,0.0,1,1996
b3188,my boo,ghost town djs,6.565145631067958,4.4625242718446625,5.765048543689324,1.6320388349514567,2.3784466019417465,2.289223300970874,0,0,0,0,57,160,103,0,72.94606256742175,49.58360302049625,64.05609492988137,0,0,0,0,0,0,0,35.625,100,64.375,0.0,1,1996
b3189,get money,junior mafia featuring the notorious big,5.643771428571432,4.282285714285713,5.572742857142856,1.733028571428571,2.3046285714285704,2.207600000000002,0,0,0,0,116,291,175,0,62.70857142857147,47.58095238095237,61.919365079365065,0,0,0,0,0,0,0,39.86254295532646,100,60.13745704467354,0.0,1,1996
b3190,that girl,maxi priest featuring shaggy,6.36631284916201,4.399720670391069,5.7794413407821175,1.5662011173184363,2.352513966480447,2.149608938547487,0,0,0,0,60,239,179,0,70.73680943513345,48.885785226567435,64.21601489757909,0,0,0,0,0,0,0,25.10460251046025,100,74.89539748953975,0.0,3,1996
b3191,po pimp,do or die featuring twista,5.472799999999999,4.243266666666665,5.370266666666672,1.6867666666666663,2.3417000000000003,2.2077666666666644,0,0,0,0,151,451,300,0,60.80888888888889,47.14740740740739,59.66962962962969,0,0,0,0,0,0,0,33.48115299334812,100,66.51884700665188,0.0,1,1996
b3192,until it sleeps,metallica,5.198735632183911,4.5541379310344885,5.415287356321841,1.6018390804597706,2.276551724137931,2.3150574712643692,0,0,0,0,42,129,87,0,57.76372924648789,50.60153256704987,60.16985951468712,0,0,0,0,0,0,0,32.55813953488372,100,67.44186046511628,0.0,1,1996
b3193,hay,crucial conflict,5.605720720720724,3.9127927927927932,5.447837837837838,1.65945945945946,2.2682432432432433,2.1395945945945947,0,0,0,0,163,385,222,0,62.28578578578582,43.47547547547548,60.53153153153153,0,0,0,0,0,0,0,42.33766233766234,100,57.66233766233766,0.0,1,1996
b3194,beautiful life,ace of base,6.833553719008262,5.1963636363636345,5.8999999999999915,1.9999173553719036,2.5973553719008247,2.2890082644628102,0,0,0,0,126,247,121,0,75.92837465564736,57.73737373737371,65.55555555555546,0,0,0,0,0,0,0,51.012145748987855,100,48.987854251012145,0.0,1,1996
b3195,back for good,take that,5.696186440677964,4.089491525423731,5.452542372881359,1.664915254237288,2.1999152542372884,2.3135593220338992,0,0,0,0,71,189,118,0,63.290960451977384,45.43879472693035,60.58380414312621,0,0,0,0,0,0,0,37.56613756613756,100,62.43386243386243,0.0,1,1996
b3196,i got id,pearl jam,5.596730769230769,3.906346153846154,5.485961538461538,1.6467307692307682,2.333076923076923,2.1425,0,0,0,0,45,97,52,0,62.18589743589743,43.40384615384616,60.955128205128204,0,0,0,0,0,0,0,46.391752577319586,100,53.608247422680414,0.0,1,1996
b3197,soon as i get home,faith evans,6.212079207920795,4.169306930693073,5.600891089108911,1.7192079207920787,2.4175247524752486,2.261485148514852,0,0,0,0,68,169,101,0,69.02310231023107,46.32563256325636,62.232123212321234,0,0,0,0,0,0,0,40.23668639053255,100,59.76331360946746,0.0,1,1996
b3198,macarena,los del r'io,5.769545454545458,4.189999999999999,5.247727272727271,1.9672727272727286,2.42590909090909,2.026363636363637,0,0,0,0,318,362,44,0,64.10606060606065,46.55555555555554,58.308080808080796,0,0,0,0,0,0,0,87.84530386740332,100,12.154696132596685,0.0,1,1996
b3199,only wanna be with you,hootie  the blowfish,5.843538461538463,4.288769230769232,5.436615384615385,1.7452307692307696,2.3987692307692305,2.0887692307692314,0,0,0,0,77,142,65,0,64.92820512820515,47.65299145299147,60.40683760683761,0,0,0,0,0,0,0,54.22535211267606,100,45.774647887323944,0.0,3,1996
b3200,dont cry,seal,5.4428828828828815,4.639369369369372,4.822432432432431,2.0069369369369388,2.5645045045045016,2.1676576576576596,0,0,0,0,80,191,111,0,60.47647647647646,51.548548548548574,53.58258258258257,0,0,0,0,0,0,0,41.8848167539267,100,58.1151832460733,0.0,1,1996
b3201,something about the way you look tonight  candle in the wind 1997,elton john,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1997
b3202,foolish games  you were meant for me,jewel,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1997
b3203,ill be missing you,puff daddy featuring faith evans and 112,5.925524861878454,3.9843093922651938,5.607734806629844,1.762375690607734,2.3348066298342527,2.2051381215469608,0,0,0,0,121,302,181,0,65.83916513198282,44.27010435850215,62.30816451810938,0,0,0,0,0,0,0,40.06622516556291,100,59.93377483443708,0.0,1,1997
b3204,unbreak my heart,toni braxton,5.777339449541283,4.443394495412847,5.582293577981654,1.5929357798165116,2.4995412844036693,2.2612844036697246,0,0,0,0,71,180,109,0,64.1926605504587,49.37104994903164,62.025484199796146,0,0,0,0,0,0,0,39.44444444444444,100,60.55555555555555,0.0,1,1997
b3205,cant nobody hold me down,puff daddy featuring mase,5.523640776699027,4.300728155339806,5.371553398058251,1.7153398058252416,2.346407766990291,2.2309708737864073,0,0,0,0,158,364,206,0,61.37378640776697,47.78586839266452,59.683926645091674,0,0,0,0,0,0,0,43.40659340659341,100,56.59340659340659,0.0,1,1997
b3206,i believe i can fly,r kelly,6.369999999999989,4.195528455284546,5.892439024390237,1.8104065040650423,2.336829268292685,2.250000000000002,0,0,0,0,39,162,123,0,70.77777777777766,46.61698283649496,65.47154471544708,0,0,0,0,0,0,0,24.074074074074073,100,75.92592592592592,0.0,1,1997
b3207,dont let go love,en vogue,5.7824778761061975,4.264336283185842,5.6732743362831854,1.742300884955752,2.353185840707965,2.15840707964602,0,0,0,0,91,204,113,0,64.24975417895774,47.381514257620466,63.03638151425761,0,0,0,0,0,0,0,44.6078431372549,100,55.392156862745104,0.0,1,1997
b3208,return of the mack,mark morrison,5.82701923076923,3.8141346153846176,5.449999999999998,1.481826923076923,2.182403846153846,2.10269230769231,0,0,0,0,88,192,104,0,64.74465811965811,42.37927350427353,60.55555555555554,0,0,0,0,0,0,0,45.83333333333333,100,54.166666666666664,0.0,1,1997
b3209,how do i live,leann rimes,6.359999999999998,4.294133333333336,5.612533333333331,1.6657333333333333,2.3718666666666675,2.2313333333333345,0,0,0,0,48,123,75,0,70.66666666666664,47.71259259259262,62.361481481481455,0,0,0,0,0,0,0,39.02439024390244,100,60.97560975609756,0.0,1,1997
b3210,wannabe,spice girls,6.244508196721309,4.525983606557378,5.573278688524589,1.6327049180327857,2.286803278688525,2.218852459016394,0,0,0,0,196,318,122,0,69.38342440801455,50.28870673952642,61.92531876138432,0,0,0,0,0,0,0,61.63522012578616,100,38.36477987421384,0.0,1,1997
b3211,quit playing games with my heart,backstreet boys,5.914299065420566,4.356822429906544,5.3452336448598095,1.6371962616822433,2.4859813084112163,2.3084112149532703,0,0,0,0,75,182,107,0,65.7144340602285,48.40913811007272,59.39148494288676,0,0,0,0,0,0,0,41.208791208791204,100,58.791208791208796,0.0,1,1997
b3212,mmmbop,hanson,5.965679012345677,3.7338271604938273,5.582962962962958,1.8585185185185173,2.2256790123456796,2.0233333333333343,0,0,0,0,123,204,81,0,66.2853223593964,41.48696844993142,62.03292181069953,0,0,0,0,0,0,0,60.29411764705882,100,39.705882352941174,0.0,3,1997
b3213,for you i will,monica,6.1398245614035085,3.9723684210526318,5.6412280701754405,1.7464035087719292,2.3183333333333347,2.2142105263157887,0,0,0,0,45,159,114,0,68.22027290448344,44.1374269005848,62.680311890838226,0,0,0,0,0,0,0,28.30188679245283,100,71.69811320754717,0.0,1,1997
b3214,you make me wanna,usher,6.225541401273884,4.010828025477705,5.735414012738863,1.5603184713375766,2.393949044585987,2.1447770700636926,0,0,0,0,87,244,157,0,69.17268223637649,44.56475583864117,63.726822363765145,0,0,0,0,0,0,0,35.65573770491803,100,64.34426229508196,0.0,1,1997
b3215,bitch,meredith brooks,5.6297500000000005,4.5615000000000006,5.390499999999998,1.707375,2.4247500000000004,2.2443750000000007,0,0,0,0,75,155,80,0,62.55277777777778,50.68333333333334,59.89444444444442,0,0,0,0,0,0,0,48.38709677419355,100,51.61290322580645,0.0,1,1997
b3216,nobody,keith sweat,6.489791666666664,4.665833333333334,5.769791666666664,1.738645833333333,2.4602083333333336,2.289374999999999,0,0,0,0,80,176,96,0,72.10879629629626,51.8425925925926,64.10879629629626,0,0,0,0,0,0,0,45.45454545454545,100,54.54545454545454,0.0,1,1997
b3217,semicharmed life,third eye blind,5.934605263157894,4.301315789473684,5.684999999999995,1.6981578947368425,2.351907894736842,2.1398684210526326,0,0,0,0,74,226,152,0,65.94005847953215,47.792397660818715,63.166666666666615,0,0,0,0,0,0,0,32.743362831858406,100,67.2566371681416,0.0,1,1997
b3218,barely breathing,duncan sheik,5.734698795180721,3.7926506024096387,5.4056626506024115,1.6484337349397589,2.3173493975903625,1.9971084337349394,0,0,0,0,75,158,83,0,63.71887550200802,42.140562248995984,60.06291834002679,0,0,0,0,0,0,0,47.46835443037975,100,52.53164556962025,0.0,1,1997
b3219,hard to say im sorry,az yet featuring peter cetera,5.9197435897435895,4.140256410256412,5.752820512820512,1.6576923076923076,2.262820512820512,2.206153846153846,0,0,0,0,41,80,39,0,65.77492877492877,46.00284900284902,63.92022792022791,0,0,0,0,0,0,0,51.24999999999999,100,48.75,0.0,1,1997
b3220,mo money mo problems,the notorious big featuring puff daddy and mase,5.788982300884956,4.266814159292033,5.461991150442479,1.66225663716814,2.297610619469026,2.1882743362831873,0,0,0,0,150,376,226,0,64.3220255653884,47.409046214355925,60.68879056047199,0,0,0,0,0,0,0,39.8936170212766,100,60.1063829787234,0.0,1,1997
b3221,the freshmen,the verve pipe,5.729107142857137,4.275089285714283,5.6766964285714225,1.6827678571428577,2.4011607142857163,2.1961607142857145,0,0,0,0,60,172,112,0,63.65674603174596,47.50099206349203,63.07440476190469,0,0,0,0,0,0,0,34.883720930232556,100,65.11627906976744,0.0,3,1997
b3222,i want you,savage garden,5.749776536312854,4.191620111731837,5.5477094972067,1.6569832402234632,2.283966480446924,2.142122905027933,0,0,0,0,73,252,179,0,63.88640595903171,46.57355679702041,61.64121663563,0,0,0,0,0,0,0,28.968253968253972,100,71.03174603174604,0.0,1,1997
b3223,no diggity,blackstreet featuring dr dre,5.770242718446602,4.028398058252421,5.559174757281548,1.581067961165048,2.311553398058251,2.004466019417473,0,0,0,0,144,350,206,0,64.11380798274003,44.7599784250269,61.768608414239424,0,0,0,0,0,0,0,41.14285714285714,100,58.857142857142854,0.0,1,1997
b3224,i belong to you every time i see your face,rome,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1997
b3225,hypnotize,the notorious big,5.682666666666669,4.317555555555552,5.468481481481482,1.6425185185185156,2.3982222222222216,2.1007407407407404,0,0,0,0,213,483,270,0,63.14074074074077,47.972839506172804,60.76090534979424,0,0,0,0,0,0,0,44.099378881987576,100,55.90062111801242,0.0,1,1997
