Index,Artist,Title,Mood
ML1794,The Raveonettes,Evil Seeds,neg
ML1795,Atreyu,Lonely,neg
ML1796,Finger Eleven,Stay In Shadow,neg
ML1797,Lacuna Coil,I Won't Tell You,neg
ML1798,Serj Tankian,Sky Is Over,pos
ML1799,Buckcherry,Broken Glass,neg
ML1800,Joss Stone,Bruised But Not Broken,neg
ML1801,Framing Hanley,You Stupid Girl,neg
ML1802,Los Primos De Durango,Se Me Antoja Tu Piel,neg
ML1803,Alexander O'Neal,Innocent,pos
ML1804,Raheem DeVaughn,Nobody Wins A War ,neg
ML1805,Unwritten Law,Save Me,neg
ML1806,Gwar,A Gathering Of Ghouls,neg
ML1807,BarlowGirl,Stay With Me,neg
ML1808,British Sea Power,Oh Larsen B,neg
ML1809,Neil Young,Angry World,neg
ML1810,Yeah Yeah Yeahs,Dull Life,neg
ML1811,Chalino Sanchez,Corazoncito Tirano,neg
ML1812,Wavves,Super Soaker,neg
ML1813,Belle & Sebastian,The Ghost Of Rockschool,pos
ML1814,M. Ward,Blake's View,neg
ML1815,Hannah Montana,Gonna Get This ,pos
ML1816,Joyce Sims,All And All,pos
ML1817,Skillet,Live Free Or Let Me Die,neg
ML1818,Vanessa Williams,Lazy Afternoon,neg
ML1819,Buddy Guy,I Smell Trouble,neg
ML1820,The Vaselines,You Think You're A Man,pos
ML1821,Mishka,Above The Bones,pos
ML1822,Azure Ray,The Drinks We Drank Last Night,neg
ML1823,The Flaming Lips,The Sparrow Looks Up At The Machine,neg
ML1824,Alkaline Trio,Time To Waste,neg
ML1825,Marc Anthony,Hasta Que Vuelvas Conmigo ,neg
ML1826,The Carpenters,Ticket To Ride,neg
ML1827,Jazmine Sullivan,After The Hurricane,neg
ML1828,Beres Hammond,Try If You Want,neg
ML1829,John Pizzarelli,Happy Talk,pos
ML1830,Ray Charles,Somewhere Over The Rainbow ,pos
ML1831,Guns N' Roses,Paradise City ,pos
ML1832,Skeeter Davis,I Can't Stay Mad At You,neg
ML1833,Teddy Pendergrass,"Easy, Easy, Got To Take It Easy",pos
ML1834,Glen Campbell,Dream Baby ,pos
ML1835,Disturbed,Believe,neg
ML1836,Los Traileros Del Norte,Anoche Estuve Llorando,neg
ML1837,Midlake,Head Home,pos
ML1838,Joan Sebastian,Amor Limosnero,neg
ML1839,The Kills,Getting Down,neg
ML1840,Slayer,Necrophobic,neg
ML1841,Tame Impala,The Bold Arrow Of Time,neg
ML1842,Buke And Gass,Naked Cities,neg
ML1843,We Are Scientists,Pittsburgh,pos
ML1844,Orange Juice,Falling And Laughing,neg
ML1845,Two Door Cinema Club,Undercover Martyn,neg
ML1846,Raul Malo,You're Only Lonely,neg
ML1847,In This Moment,Beautiful Tragedy,neg
ML1848,Broken Social Scene,Fire Eye'd Boy,neg
ML1849,Dave Matthews & Tim Reynolds,Crash Into Me,neg
ML1850,Andy Williams,Butterfly,pos
ML1851,Luis Miguel,Cruz De Olvido,neg
ML1852,The Smiths,Meat Is Murder,neg
ML1853,Ellie Goulding,Your Biggest Mistake,neg
ML1854,Hey Champ,Cold Dust Girl,neg
ML1855,Eisley,Sad,neg
ML1856,Railroad Earth,Hard Livin',neg
ML1857,Ben Kweller,Fight,neg
ML1858,Warbringer,Total War,neg
ML1859,Fruit Bats,Legs Of Bees,neg
ML1860,Sons And Daughters,Johnny Cash,pos
ML1861,The Fixx,Deeper And Deeper ,neg
ML1862,Starfucker,Millions,neg
ML1863,Pink Floyd,Chapter 24,pos
ML1864,Panda Bear,Search For Delicious,neg
ML1865,Black Rebel Motorcycle Club,Ain't No Easy Way,pos
ML1866,ABC,Poison Arrow,neg
ML1867,Bloodsimple,Falling Backwards,neg
ML1868,Toby Beau,My Angel Baby,pos
ML1869,Jeffrey Osborne,Don't You Get So Mad,neg
ML1870,Ann & Nancy Wilson,Blue Christmas,pos
ML1871,ZZ Top,Arrested For Driving While Blind,neg
ML1872,Fear Factory,Self Bias Resistor,neg
ML1873,Inna,Amazing,neg
ML1874,Kaskade,Fire In Your New Shoes ,neg
ML1875,Jeff Lorber,Reflections,pos
ML1876,Jose Luis Perales,El Amor,neg
ML1877,Def Leppard,Comin' Under Fire,neg
ML1878,Bruce Channel,Hey! Baby,pos
ML1879,Echoing Angels,God Bless Us,pos
ML1880,Al Jarreau,White Christmas,pos
ML1881,The Supremes,My Christmas Tree,pos
ML1882,Bronco,Cinco Locos,neg
ML1883,Dethklok,Burn The Earth,neg
ML1884,Peter White,Silent Night ,pos
ML1885,Wilson Phillips,Silent Night,pos
ML1886,LeAnn Rimes,All I Want For Christmas,pos
ML1887,Jackie Evancho,Silent Night,pos
ML1888,Trans-Siberian Orchestra,This Christmas Day,pos
ML1889,Vince Gill,Do You Hear What I Hear,pos
ML1890,"Harry Connick, Jr.",Silent Night,pos
ML1891,Ella Fitzgerald,Take Love Easy ,pos
ML1892,Don Henley,Taking You Home,pos
ML1893,Gloriana,Silent Night,pos
ML1894,Dean Martin,Silent Night,pos
ML1895,Jerry Lee Lewis,"Another Place, Another Time",neg
ML1896,Johnny Cash,Blue Christmas,pos
ML1897,Johnny Cash,The Gifts They Gave,pos
ML1898,The Staple Singers,Respect Yourself,pos
ML1899,Dashboard Confessional,Vindicated,neg
ML1900,Carrie Underwood,Home Sweet Home,pos
ML1901,Hey Monday,How You Love Me Now,pos
ML1902,Janelle Monae,Cold War,neg
ML1903,The Ramones,53rd & 3rd,neg
ML1904,Asobi Seksu,Thursday,neg
ML1905,Mastodon,Crusher Destroyer,neg
ML1906,Symphony X,Serpent's Kiss,neg
ML1907,Keb' Mo',The Door,neg
ML1908,Lindsey Buckingham,Go Insane,neg
ML1909,The Temper Trap,Love Lost,neg
ML1910,The Go! Team,Rolling Blackouts,neg
ML1911,Kaiser Chiefs,Oh My God,pos
ML1912,Editors,No Sound But The Wind,neg
ML1913,Tony Bennett,Lullaby Of Broadway ,pos
ML1914,Animal Collective,Bleed,neg
ML1915,Underworld,Hamburg Hotel,neg
ML1916,Caribou,Found Out,neg
ML1917,Iggy & The Stooges,Gimme Danger,neg
ML1918,Cassandra Wilson,Black Orpheus,neg
ML1919,JJ Grey & Mofro,Lullaby,pos
ML1920,Cowboy Junkies,Flirted With You All My Life,neg
ML1921,Nitzer Ebb,Join In The Chant,neg
ML1922,Paris Hilton,Fightin' Over Me ,neg
ML1923,Killing Joke,The Death And Resurrection Show,neg
ML1924,Jet,Black Hearts ,neg
ML1925,Rev Theory,Broken Bones,neg
ML1926,Cold,Suffocate,neg
ML1927,Slayer,Evil Has No Boundaries,neg
ML1928,Emilio Navaira,No Es El Fin Del Mundo ,neg
ML1929,Cafe Tacuba,Las Persianas,neg
ML1930,Weekend,End Times,neg
ML1931,The Autumn Defense,Step Easy,pos
ML1932,The Beatles,Free As A Bird,pos
ML1933,Irma Thomas,Same Old Blues,neg
ML1934,Jimi Hendrix,Who Knows,pos
ML1935,Cloud Nothings,Old Street,pos
ML1936,Vivian Girls,All The Time,neg
ML1937,The Avalanches,Flight Tonight,neg
ML1938,Bruce Springsteen & The E Street Band,Fire ,neg
ML1939,Ruben Blades,El Padre Antonio Y El Monaguillo Andres,neg
ML1940,3 Inches Of Blood,Trial Of Champions,neg
ML1941,Forbidden,Forsaken at the Gates,neg
ML1942,Serena Ryder,Little Bit Of Red,pos
ML1943,Patty Griffin,You'll Remember,neg
ML1944,Bobby Darin,Blue Skies,pos
ML1945,Kirk Whalum,Inside ,pos
ML1946,Fear Factory,Replica,neg
ML1947,Dolly Parton,It's Sure Gonna Hurt ,neg
ML1948,Arch Enemy,I Will Live Again,neg
ML1949,The Innocence Mission,Gentle The Rain At Home,pos
ML1950,John Scofield,Motherless Child,pos
ML1951,Javier Solis,Lloraremos Los Dos,neg
ML1952,Iron Maiden,The Evil That Men Do,neg
ML1953,Motley Crue,White Trash Circus,neg
ML1954,Aerosmith,Get A Grip,neg
ML1955,Aerosmith,Fever,neg
ML1956,Decyfer Down,Crash,neg
ML1957,Buffalo Springfield,Kind Woman,pos
ML1958,Robi Draco Rosa,Vagabundo,neg
ML1959,Zoe,Reptilectric,neg
ML1960,MDO,No Puedo Olvidarme De Ti ,neg
ML1961,Braille,Counter Attack ,neg
ML1962,Gary Puckett & The Union Gap,This Girl Is A Woman Now,pos
ML1963,Cassandra Wilson,A Day In The Life Of A Fool,neg
ML1964,Danzig,Dirty Black Summer,neg
ML1965,K'Naan,Fire In Freetown,neg
ML1966,Dead Confederate,Run From The Gun,neg
ML1967,Love Is All,Bigger Bolder,neg
ML1968,The Raveonettes,Heart Of Stone,neg
ML1969,The Smiths,London,neg
ML1970,Jeru The Damaja,D. Original,neg
ML1971,Phyllis Hyman,"Loving You, Losing You",neg
ML1972,Neko Case,Lady Pilot,neg
ML1973,Jonathan Richman,I Was The One She Came For,neg
ML1974,Erasure,Love To Hate You,neg
ML1975,Tab Benoit,Can't You See,neg
ML1976,Charles Brown,Trouble Blues,neg
ML1977,Brett Dennen,Dancing At A Funeral,neg
ML1978,Motograter,Down,neg
ML1979,Anders Osborne,Killing Each Other,neg
ML1980,Frankie Goes To Hollywood,Two Tribes,neg
ML1981,Tricky,Murder Weapon,neg
ML1982,Morcheeba,Fear & Love,neg
ML1983,Bad Religion,Let Them Eat War,neg
ML1984,High On Fire,Holy Flames Of The Fire Spitter,neg
ML1985,Pink Floyd,Take Up Thy Stethoscope And Walk,neg
ML1986,All That Remains,Become The Catalyst,neg
ML1987,Five Finger Death Punch,Burn It Down,neg
ML1988,Phobia,Sign Of Times,neg
ML1989,M.I.A.,Bucky Done Gun,neg
ML1990,Testament,Apocalyptic City ,neg
ML1991,The Sex Pistols,Liar,neg
ML1992,Unearth,Endless,neg
ML1993,Iron Maiden,Fear Of The Dark,neg
ML1994,30 Seconds To Mars,Search And Destroy,neg
ML1995,Muse,Take A Bow,neg
ML1996,David Bowie,I'm Afraid Of Americans,neg
ML1997,U2,The Refugee,neg
ML1998,Lair Of The Minotaur,Evil Power,neg
ML1999,Jimmy Ruffin,I've Passed This Way Before,neg
ML2000,High On Fire,Bastard Samurai,neg
